player_id,name_full,primary_position,ab,r,h,rbi,hr,sb
405395,"Pujols, Albert",3,491,55,120,93,23,3
408234,"Cabrera, Miguel",3,493,41,139,59,12,0
425877,"Molina, Yadier",2,419,45,113,57,10,6
429664,"Cano, Robinson",4,390,46,100,39,13,0
435559,"Suzuki, Kurt",2,280,37,74,63,17,0
443558,"Cruz, Nelson",D,454,81,141,108,41,0
444482,"Peralta, David",7,382,48,105,57,12,0
444489,"Pina, Manny",2,158,10,36,25,7,0
446334,"Longoria, Evan",5,453,59,115,69,20,3
453568,"Blackmon, Charlie",9,580,112,182,86,32,2
455117,"Maldonado, Martin",2,333,46,71,27,12,0
455139,"Chirinos, Robinson",2,366,57,87,58,17,1
456715,"Cain, Lorenzo",8,562,75,146,48,11,18
456781,"Solano, Donovan",4,215,27,71,23,4,0
457705,"McCutchen, Andrew",7,219,45,56,29,10,2
457708,"Upton, Justin",7,219,34,47,40,12,1
457759,"Turner, Justin",5,479,80,139,67,27,2
458015,"Votto, Joey",3,525,79,137,47,15,5
462101,"Andrus, Elvis",6,600,81,165,72,12,31
467793,"Santana, Carlos",3,573,110,161,93,34,4
474832,"Belt, Brandon",3,526,76,123,57,17,4
476704,"Lowrie, Jed",4,7,0,0,0,0,0
488726,"Brantley, Michael",7,575,88,179,90,22,3
488771,"Castro, Jason",2,237,39,55,30,13,0
493329,"Gurriel, Yuli",3,564,85,168,104,31,5
500743,"Rojas, Miguel",6,483,52,137,46,5,9
500871,"Escobar, Eduardo",4,636,94,171,118,35,5
501303,"Adrianza, Ehire",5,202,34,55,22,5,0
502054,"Pham, Tommy",7,567,77,155,68,21,25
502110,"Martinez, J.D.",7,575,98,175,105,36,2
502671,"Goldschmidt, Paul",3,597,97,155,97,34,3
514888,"Altuve, Jose",4,500,89,149,74,31,6
514917,"Hernandez, Cesar",4,612,77,171,71,14,9
516416,"Segura, Jean",4,576,79,161,60,12,10
516782,"Marte, Starling",8,539,97,159,82,23,25
518595,"d'Arnaud, Travis",2,351,52,88,69,16,0
518626,"Donaldson, Josh",5,549,96,142,94,37,4
518692,"Freeman, Freddie",3,597,113,176,121,38,6
518735,"Grandal, Yasmani",2,513,79,126,77,28,5
518792,"Heyward, Jason",9,513,78,129,62,21,8
518934,"LeMahieu, DJ",4,602,109,197,102,26,5
519058,"Moustakas, Mike",5,523,80,133,87,35,3
519203,"Rizzo, Anthony",3,512,89,150,94,27,5
519317,"Stanton, Giancarlo",D,59,8,17,13,3,0
519390,"Vogt, Stephen",2,255,30,67,40,10,3
527038,"Flores, Wilmer",4,265,31,84,37,9,0
541645,"Garcia, Avisail",9,489,61,138,72,20,10
542303,"Ozuna, Marcell",7,485,80,117,89,29,12
542340,"Villar, Jonathan",5,642,111,176,73,24,40
542364,"Ortega, Rafael",9,88,7,18,10,2,3
542583,"Aguilar, Jesus",3,314,39,74,50,12,0
542932,"Berti, Jon",5,256,52,70,24,6,17
543063,"Crawford, Brandon",6,500,58,114,59,11,3
543068,"Cron, C.J.",3,458,51,116,78,25,0
543105,"Dickerson, Alex",7,174,29,48,28,6,1
543228,"Gomes, Yan",2,314,36,70,43,12,2
543257,"Grossman, Robbie",7,420,57,101,38,6,9
543281,"Harrison, Josh",4,137,10,24,8,1,4
543305,"Hicks, Aaron",8,221,41,52,36,12,1
543309,"Higashioka, Kyle",2,56,8,12,11,3,0
543333,"Hosmer, Eric",3,619,72,164,99,22,0
543510,"McCann, James",2,439,62,120,60,18,4
543543,"Miller, Brad",4,154,26,40,25,13,2
543592,"Nola, Austin",2,238,37,64,31,10,1
543685,"Rendon, Anthony",5,545,117,174,126,34,5
543760,"Semien, Marcus",4,657,123,187,92,33,10
543807,"Springer, George",O,479,96,140,96,39,6
543877,"Vazquez, Christian",2,482,66,133,72,23,4
543939,"Wong, Kolten",4,478,61,136,59,11,24
544369,"Gregorius, Didi",6,324,47,77,61,16,2
544725,"Garcia, Leury",8,577,93,161,40,8,15
545341,"Grichuk, Randal",8,586,75,136,80,31,2
545358,"Stassi, Max",2,132,7,18,5,1,0
545361,"Trout, Mike",8,470,110,137,104,45,11
546318,"Herrera, Odubel",8,126,12,28,16,1,2
546990,"Alford, Anthony",7,28,3,5,1,1,2
547180,"Harper, Bryce",9,573,98,149,114,35,15
547379,"Perez, Roberto",2,389,46,93,63,24,0
547989,"Abreu, Jose",3,634,85,180,123,33,2
553869,"Diaz, Elias",2,303,31,73,28,2,0
553882,"Narvaez, Omar",2,428,63,119,55,22,0
553993,"Suarez, Eugenio",5,575,87,156,103,49,3
570482,"Urshela, Gio",5,442,73,139,74,21,1
570731,"Schoop, Jonathan",3,433,61,111,59,23,1
571448,"Arenado, Nolan",5,588,102,185,118,41,3
571466,"Barnhart, Tucker",2,316,32,73,40,11,1
571657,"Farmer, Kyle",6,183,22,42,27,9,4
571745,"Haniger, Mitch",9,246,46,54,32,15,4
571771,"Hernandez, Enrique",8,414,57,98,64,17,4
571912,"Maile, Luke",2,119,9,18,9,2,1
571970,"Muncy, Max",3,487,101,122,98,35,4
571976,"Myers, Wil",9,435,58,104,53,18,16
571980,"Naquin, Tyler",8,274,34,79,34,10,4
572039,"Piscotty, Stephen",9,357,46,89,44,13,2
572041,"Pollock, AJ",7,308,49,82,47,15,5
572191,"Taylor, Michael A.",8,88,10,22,3,1,6
572228,"Voit, Luke",3,429,72,113,62,21,0
572233,"Walker, Christian",3,529,86,137,73,29,8
572287,"Zunino, Mike",2,266,30,44,32,9,0
572816,"Dickerson, Corey",7,260,33,79,59,12,1
572863,"Garneau, Dustin",2,86,14,21,14,3,0
573262,"Yastrzemski, Mike",9,371,64,101,55,21,2
575929,"Contreras, Willson",2,360,57,98,64,24,1
578428,"Iglesias, Jose",6,504,62,145,59,11,6
592178,"Bryant, Kris",7,543,108,153,77,31,4
592192,"Canha, Mark",7,410,80,112,58,26,3
592200,"Casali, Curt",2,207,24,52,32,8,0
592206,"Castellanos, Nick",9,615,100,178,73,27,2
592325,"Gamel, Ben",7,311,47,77,33,7,2
592348,"Goodrum, Niko",6,423,61,105,45,12,12
592450,"Judge, Aaron",9,378,75,103,55,27,3
592518,"Machado, Manny",5,587,81,150,85,32,5
592567,"Moran, Colin",3,466,46,129,80,13,0
592626,"Pederson, Joc",7,450,83,112,74,36,1
592663,"Realmuto, J.T.",2,538,92,148,83,25,9
592669,"Renfroe, Hunter",9,440,64,95,64,33,5
592696,"Rosario, Eddie",7,562,91,155,109,32,3
592743,"Simmons, Andrelton",6,398,47,105,40,7,10
592885,"Yelich, Christian",7,489,100,161,97,44,30
593160,"Merrifield, Whit",4,681,105,206,74,16,20
593428,"Bogaerts, Xander",6,614,110,190,117,33,4
593643,"Alberto, Hanser",5,524,62,160,51,12,4
593871,"Polanco, Jorge",4,631,107,186,79,22,4
593934,"Sano, Miguel",3,380,76,94,79,34,0
594777,"Calhoun, Kole",9,552,92,128,74,33,4
594807,"Duvall, Adam",9,120,17,32,19,10,0
595281,"Kiermaier, Kevin",8,447,60,102,55,14,19
595751,"Alfaro, Jorge",2,431,44,113,57,18,4
595777,"Profar, Jurickson",7,459,65,100,67,20,9
595879,"Baez, Javier",6,531,89,149,85,29,11
595956,"Gallagher, Cam",2,126,14,30,12,3,0
595978,"Hedges, Austin",2,312,28,55,36,11,1
596019,"Lindor, Francisco",6,598,101,170,74,32,22
596059,"Odor, Rougned",4,522,77,107,93,30,11
596103,"Slater, Austin",8,168,20,40,21,5,1
596115,"Story, Trevor",6,588,111,173,85,35,23
596117,"Stubbs, Garrett",2,35,8,7,2,0,1
596129,"Vogelbach, Daniel",3,462,73,96,76,30,0
596142,"Sanchez, Gary",2,396,62,92,77,34,0
596146,"Kepler, Max",9,524,98,132,90,36,1
596847,"Choi, Ji-Man",3,410,54,107,63,19,2
598265,"Bradley Jr., Jackie",8,494,69,111,62,21,8
600303,"La Stella, Tommy",4,292,49,86,44,16,0
600474,"Severino, Pedro",2,305,37,76,44,13,3
600869,"Candelario, Jeimer",5,335,33,68,32,8,3
602074,"Daza, Yonathan",8,97,7,20,3,0,1
605113,"Ahmed, Nick",6,556,79,141,82,19,8
605119,"Anderson, Brian",5,459,57,120,66,20,5
605131,"Barnes, Austin",2,212,28,43,25,5,3
605137,"Bell, Josh",3,527,94,146,116,37,0
605141,"Betts, Mookie",9,597,135,176,80,29,16
605170,"Caratini, Victor",2,244,31,65,34,11,1
605204,"Davis, J.D.",5,410,65,126,57,22,3
605548,"Zimmer, Bradley",8,13,1,0,0,0,0
605612,"Castro, Harold",4,354,30,103,38,5,4
606115,"Arcia, Orlando",6,494,51,110,59,15,8
606132,"Tapia, Raimel",7,426,54,117,44,9,9
606157,"Aquino, Aristides",9,205,31,53,47,19,7
606192,"Hernandez, Teoscar",9,417,58,96,65,26,6
606466,"Marte, Ketel",8,569,97,187,92,32,10
606992,"Haase, Eric",2,16,1,1,3,1,0
607043,"Nimmo, Brandon",8,199,34,44,29,8,3
607054,"Peterson, Jace",4,100,14,22,11,2,4
607208,"Turner, Trea",6,521,96,155,57,19,35
607461,"Beaty, Matt",7,249,36,66,46,9,5
607732,"Stallings, Jacob",2,191,26,50,13,6,0
608070,"Ramirez, Jose",5,482,68,123,83,23,24
608324,"Bregman, Alex",5,554,122,164,112,41,5
608336,"Gallo, Joey",9,241,54,61,49,22,4
608348,"Kelly, Carson",2,314,46,77,47,18,0
608369,"Seager, Corey",6,489,82,133,87,19,1
608385,"Winker, Jesse",7,338,51,91,38,16,0
608596,"Murphy, Tom",2,260,32,71,40,18,2
608686,"Mayfield, Jack",4,64,8,10,5,2,0
608700,"Plawecki, Kevin",2,158,13,35,17,3,0
609275,"Mondesi, Adalberto",6,415,58,109,62,9,43
609280,"Andujar, Miguel",7,47,1,6,1,0,0
614177,"Reyes, Franmil",9,494,69,123,81,37,0
620443,"Torrens, Luis",2,14,2,3,0,0,0
621020,"Swanson, Dansby",6,483,77,121,65,17,10
621028,"Newman, Kevin",6,493,61,152,64,12,16
621035,"Taylor, Chris",8,366,52,96,52,12,8
621043,"Correa, Carlos",6,280,42,78,59,21,1
621433,"Phillips, Brett",8,65,7,9,6,2,3
621438,"Taylor, Tyrone",7,10,1,4,1,0,0
621439,"Buxton, Byron",8,271,48,71,46,10,14
621450,"Bolt, Skye",8,10,1,1,0,0,0
621453,"Duggar, Steven",8,261,26,61,28,4,1
621458,"Rios, Edwin",3,47,10,13,8,4,0
621466,"Stewart, DJ",9,126,15,30,15,4,1
621493,"Ward, Taylor",9,42,4,8,2,1,0
621512,"Nido, Tomas",2,136,9,26,14,4,0
621550,"Wisdom, Patrick",5,26,1,4,1,0,0
621563,"Wendle, Joey",5,238,32,55,19,3,8
621566,"Olson, Matt",3,483,73,129,91,36,0
622110,"Duffy, Matt",5,147,12,37,12,1,0
622268,"Walton, Donovan",4,16,2,3,2,0,0
622534,"Margot, Manuel",9,398,59,93,37,12,20
622569,"Reyes, Pablo",5,143,18,29,19,2,1
622666,"Camargo, Johan",5,232,31,54,32,7,1
622682,"Reyes, Victor",8,276,29,84,25,3,9
623205,"Velazquez, Andrew",6,23,3,2,0,0,1
623912,"Ramirez, Harold",8,421,54,116,50,11,2
623993,"Santander, Anthony",9,380,46,99,59,20,1
624413,"Alonso, Pete",3,597,103,155,120,53,1
624414,"Arroyo, Christian",4,50,8,11,7,2,0
624415,"Biggio, Cavan",5,354,66,83,48,16,14
624428,"Frazier, Adam",4,554,80,154,50,10,5
624431,"Trevino, Jose",2,120,18,31,13,2,0
624512,"McGuire, Reese",2,97,14,29,11,5,0
624513,"Nunez, Dom",2,39,4,7,4,2,0
624585,"Soler, Jorge",9,589,95,156,117,48,3
624641,"Sosa, Edmundo",6,8,2,2,0,0,1
628338,"Heredia, Guillermo",8,204,31,46,20,5,2
640449,"Frazier, Clint",7,225,31,60,38,12,1
640457,"Meadows, Austin",7,530,83,154,89,33,12
640458,"Mercado, Oscar",7,438,70,118,54,15,15
640461,"Pinder, Chad",7,341,45,82,47,13,0
641313,"Anderson, Tim",6,498,81,167,56,18,17
641355,"Bellinger, Cody",8,558,121,170,115,47,15
641432,"Calhoun, Willie",7,309,51,83,48,21,0
641470,"Collins, Zack",2,86,10,16,12,3,0
641487,"Crawford, J.P.",6,345,43,78,46,7,5
641513,"Demeritte, Travis",9,169,24,38,10,3,3
641531,"Dozier, Hunter",5,523,75,146,84,26,2
641553,"Engel, Adam",8,227,26,55,26,6,3
641584,"Fraley, Jake",7,40,3,6,1,0,0
641598,"Garver, Mitch",2,311,70,85,67,31,0
641645,"Guillorme, Luis",5,61,8,15,3,1,0
641658,"Hampson, Garrett",8,299,40,74,27,8,15
641684,"Hermosillo, Michael",O,36,7,5,3,0,2
641786,"Lewis, Kyle",8,71,10,19,13,6,0
641796,"Locastro, Tim",O,212,38,53,17,1,17
641820,"Mancini, Trey",3,602,106,175,97,35,1
641857,"McMahon, Ryan",4,480,70,120,83,24,5
641914,"Neuse, Sheldon",4,56,3,14,7,0,0
641933,"O'Neill, Tyler",7,141,18,37,16,5,1
642086,"Smith, Dominic",7,177,35,50,25,11,1
642133,"Tellez, Rowdy",3,370,49,84,54,21,1
642136,"Thaiss, Matt",2,147,17,31,23,8,0
642180,"Wade, Tyler",6,94,16,23,11,2,7
642336,"Mejia, Francisco",2,226,27,60,22,8,1
642708,"Rosario, Amed",6,616,75,177,72,15,19
642715,"Adames, Willy",6,531,69,135,52,20,4
642721,"Gutierrez, Kelvin",5,73,4,19,11,1,1
642731,"Estrada, Thairo",6,64,12,16,12,3,4
643217,"Benintendi, Andrew",7,541,72,144,68,13,10
643265,"Cooper, Garrett",9,381,52,107,50,15,0
643289,"Dubon, Mauricio",6,106,12,29,9,4,3
643376,"Jansen, Danny",2,347,41,72,43,13,0
643393,"Kemp, Tony",4,245,31,52,29,8,4
643396,"Kiner-Falefa, Isiah",6,202,23,48,21,1,3
643446,"McNeil, Jeff",4,510,83,162,75,23,5
643524,"Schwindel, Frank",3,15,0,1,0,0,0
644374,"Chang, Yu",3,73,8,13,6,1,0
645277,"Albies, Ozzie",4,640,102,189,86,24,15
645302,"Robles, Victor",8,546,86,139,65,17,28
646240,"Devers, Rafael",5,647,129,201,115,32,8
647304,"Naylor, Josh",9,253,29,63,32,8,1
647351,"Toro, Abraham",5,78,13,17,9,2,1
649557,"Diaz, Aledmys",4,210,36,57,40,9,2
649966,"Urias, Luis",6,215,27,48,24,4,0
650333,"Arraez, Luis",4,326,54,109,28,4,2
650391,"Jimenez, Eloy",7,468,69,125,79,31,0
650402,"Torres, Gleyber",6,546,96,152,90,38,5
650489,"Castro, Willi",4,100,10,23,8,1,0
650490,"Diaz, Yandy",3,307,53,82,38,14,2
650859,"Rengifo, Luis",6,357,44,85,33,7,2
656185,"Allen, Greg",8,231,30,53,27,4,8
656252,"Bradley, Bobby",3,45,4,8,4,1,0
656305,"Chapman, Matt",5,583,102,145,91,36,1
656308,"Chavis, Michael",4,347,46,88,58,18,2
656514,"Haseley, Adam",8,222,30,59,26,5,4
656541,"Hilliard, Sam",8,77,13,21,13,7,2
656555,"Hoskins, Rhys",3,570,86,129,85,29,2
656577,"Jackson, Alex",2,13,0,0,0,0,0
656582,"Joe, Connor",3,15,1,1,0,0,0
656669,"Luplow, Jordan",8,225,42,62,38,15,3
656775,"Mullins, Cedric",8,64,7,6,4,0,1
656811,"O'Hearn, Ryan",3,328,32,64,38,14,0
656941,"Schwarber, Kyle",7,529,82,132,92,38,2
657041,"Thomas, Lane",8,38,6,12,12,4,1
657061,"Tucker, Cole",6,147,16,31,13,2,0
657077,"Verdugo, Alex",8,343,43,101,44,12,4
657557,"DeJong, Paul",6,583,97,136,78,30,9
660162,"Moncada, Yoan",5,511,83,161,79,25,10
660670,"Acuna Jr., Ronald",9,626,127,175,101,41,37
663538,"Hoerner, Nico",4,78,13,22,17,3,0
663586,"Riley, Austin",5,274,41,62,49,18,0
663656,"Tucker, Kyle",9,67,15,18,11,4,5
663757,"Grisham, Trent",8,156,24,36,24,6,1
663898,"Rodgers, Brendan",4,76,8,17,7,0,0
663993,"Lowe, Nathaniel",3,152,24,40,19,7,0
664023,"Happ, Ian",8,140,25,37,30,11,2
664034,"France, Ty",4,184,20,43,24,7,0
664040,"Lowe, Brandon",4,296,42,80,51,17,5
664041,"Davis, Jaylin",9,42,2,7,3,1,1
664056,"Bader, Harrison",8,347,54,71,39,12,11
664057,"Stevenson, Andrew",8,30,4,11,0,0,0
664058,"Fletcher, David",4,596,83,173,49,6,8
664119,"Allen, Austin",2,65,4,14,3,0,0
664238,"Moore, Dylan",4,247,31,51,28,9,11
664702,"Straw, Myles",8,108,27,29,7,0,8
664774,"Wade Jr., LaMonte",7,56,10,11,5,2,0
664874,"Zavala, Seby",2,12,1,1,0,0,0
664901,"Mendick, Danny",6,39,6,12,4,2,0
664913,"Brown, Seth",9,75,11,22,13,0,1
665120,"Walsh, Jared",3,79,6,16,5,1,0
665487,"Tatis Jr., Fernando",6,334,61,106,53,22,16
665489,"Guerrero Jr., Vladimir",3,464,52,126,69,15,0
665742,"Soto, Juan",9,542,110,153,110,34,12
666158,"Lux, Gavin",4,75,12,18,9,2,2
666182,"Bichette, Bo",6,196,32,61,21,11,4
666971,"Gurriel Jr., Lourdes",7,314,52,87,50,20,6
668227,"Arozarena, Randy",9,20,4,6,2,1,2
668663,"Barrera, Tres",2,2,0,0,0,0,0
668670,"Rogers, Jake",2,112,11,14,8,4,0
668800,"Knizner, Andrew",2,53,7,12,7,2,2
668804,"Reynolds, Bryan",8,491,83,154,68,16,3
668942,"Rojas, Josh",9,138,17,30,16,2,4
669221,"Murphy, Sean",2,53,14,13,8,4,0
669222,"Senzel, Nick",8,375,55,96,42,12,14
669242,"Edman, Tommy",4,326,59,99,36,11,15
669256,"Solak, Nick",4,116,19,34,17,5,2
669257,"Smith, Will",2,170,30,43,42,15,2
669374,"Hiura, Keston",3,314,51,95,49,19,9
669720,"Hays, Austin",7,68,12,21,13,4,2
670032,"Lopez, Nicky",6,379,44,91,30,2,1
670541,"Alvarez, Yordan",D,313,58,98,78,27,0
670712,"Brosseau, Mike",4,132,17,36,16,6,1
